,Evolver,dsi,[20 00 00 00],,@nybble_lsb,@hbb_msb;0,syn;seq,,,,,,,,,,,,,,
,Mopho,dsi,[25 01 00 00],,,@hbb_msb;0,syn;seq,,,,,,,,,,,,,,
,MophpX4,dsi,[29 01 00 00],,,@hbb_msb;0,syn;seq,,,,,,,,,,,,,,
,Xboard49,emu,[02 40 01 00],,,,,,,,,,,,,,,,,,
,TriplePlay.1,fishman,[00 01 00 01],,,,,,,,,,,,,,,,,,
,TriplePlay.2,fishman,[00 01 00 02],,,,,,,,,,,,,,,,,,
,Krome,korg,[15 01 17 00],,,,syn;seq,,,,,,,,,,,,,,
,Kronos_61,korg,[68 00 17 00],,,,,,,,,,,,,,,,,,
,R3,korg,[7d 00 00 00],,,,,,,,,,,,,,,,,,
,microKORG_XL,korg,[7e 00 00 00],,,,,,,,,,,,,,,,,,
,PC3LE8,kurzweil,[00 40 00 0a],,,,syn;seq;efx,,,,,,,,,,,,,,
,Alias8,livid,[01 00 0b 00],,,,,,,,,,,,,,,,,,
,Base,livid,[01 00 0c 00],,,,,,,,,,,,,,,,,,
,BrainJr,livid,[01 00 0d 00],,,,,,,,,,,,,,,,,,
,Brain_v1,livid,[01 00 01 00],,,,,,,,,,,,,,,,,,
,Brain_v2,livid,[01 00 09 00],,,,,,,,,,,,,,,,,,
,CNTRL:R,livid,[01 00 08 00],,,,,,,,,,,,,,,,,,
,Code,livid,[01 00 04 00],,,,,,,,,,,,,,,,,,
,Ohm64,livid,[01 00 02 00],,,,,,,,,,,,,,,,,,
,OhmRGB,livid,[01 00 07 00],,,,,,,,,,,,,,,,,,
,block,livid,[01 00 03 00],,,,,,,,,,,,,,,,,,
,Axiom61,maudio,[63 0e 1a 03],,,,kb;ctrl,,,,,,,,,,,,,,
,Enlighten,megalite,[01 00 10 00],,,,,,,,,,,,,,,,,,
,MIDI Controller,music_computing,[01 00 05 00],,,,,,,,,,,,,,,,,,
,NovaModule,novation,[01 00 21 00],,,,syn,,,,,,,,,,,,,,
,AT-100.GS,roland,[42 00 00 18],,,,rom,,,,,,,,,,,,,,
,AT-100.Organ,roland,[62 00 00 05],,,,syn,,,,,,,,,,,,,,
,AT-20R,roland,[62 00 00 00],,,,,,,,,,,,,,,,,,
,AT-300,roland,[42 00 00 18],,,,,,,,,,,,,,,,,,
,AT-300,roland,[62 00 00 05],,,,,,,,,,,,,,,,,,
,AT-30R,roland,[42 00 05 03],,,,,,,,,,,,,,,,,,
,AT-30R,roland,[62 00 00 00],,,,,,,,,,,,,,,,,,
,AT-500,roland,[42 00 00 18],,,,,,,,,,,,,,,,,,
,AT-500,roland,[62 00 00 05],,,,,,,,,,,,,,,,,,
,AT-75.GS,roland,[42 00 00 18],,,,,,,,,,,,,,,,,,
,AT-75.Organ,roland,[62 00 00 05],,,,,,,,,,,,,,,,,,
,AT-800,roland,[42 00 00 17],,,,,,,,,,,,,,,,,,
,AT-800,roland,[62 00 00 04],,,,,,,,,,,,,,,,,,
,AT-900,roland,[42 00 00 17],,,,,,,,,,,,,,,,,,
,AT-900,roland,[62 00 00 04],,,,,,,,,,,,,,,,,,
,AT-900C,roland,[42 00 00 17],,,,,,,,,,,,,,,,,,
,AT-900C,roland,[62 00 00 04],,,,,,,,,,,,,,,,,,
,BOSS BR-80,roland,[59 02 00 00],,,,rec,,,,,,,,,,,,,,
,BOSS DR-670,roland,[41 01 00 00],,,,drum;seq,,,,,,,,,,,,,,
,BOSS DR-770,roland,[1c 01 00 00],,,,drum;seq,,,,,,,,,,,,,,
,BOSS DR-880,roland,[02 02 00 00],,,,drum;seq,,,,,,,,,,,,,,
,BOSS GT-10,roland,[2f 02 00 00],,,,efx,,,,,,,,,,,,,,
,BOSS GT-100,roland,[60 02 00 00],,,,efx,,,,,,,,,,,,,,
,BOSS GT-8,roland,[06 02 00 00],,,,efx,,,,,,,,,,,,,,
,BOSS GT-PRO,roland,[0b 02 00 00],,,,efx,,,,,,,,,,,,,,
,C-80,roland,[1a 00 00 03],,,,,,,,,,,,,,,,,,
,DP-900,roland,[1a 00 00 06],,,,,,,,,,,,,,,,,,
,DP90/DP90S,roland,[42 00 00 1e],,,,,,,,,,,,,,,,,,
,DP990F,roland,[42 00 01 1b],,,,,,,,,,,,,,,,,,
,E-500(OR)/E-500/E-300/KR-75,roland,[42 00 01 03],,,,,,,,,,,,,,,,,,
,E-600,roland,[42 00 04 03],,,,,,,,,,,,,,,,,,
,EP-70,roland,[1a 00 02 02],,,,,,,,,,,,,,,,,,
,EP-90,roland,[1a 00 02 02],,,,,,,,,,,,,,,,,,
,Edirol SD-90,roland,[48 01 00 00],,,,,,,,,,,,,,,,,,
,F-100,roland,[1a 00 06 02],,,,,,,,,,,,,,,,,,
,F-30,roland,[1a 00 06 02],,,,,,,,,,,,,,,,,,
,F-50,roland,[1a 00 06 02],,,,,,,,,,,,,,,,,,
,F-90,roland,[1a 00 05 02],,,,,,,,,,,,,,,,,,
,FANTOM,roland,[10 01 02 02],,,,,,,,,,,,,,,,,,
,FP-2,roland,[6f 01 00 00],,,,piano;kb,,,,,,,,,,,,,,
,FP-3,roland,[3a 01 00 00],,,,piano;kb,,,,,,,,,,,,,,
,FP-4,roland,[42 00 00 16],,,,piano;kb,,,,,,,,,,,,,,
,FP-4F,roland,[42 00 01 1b],,,,piano;kb,,,,,,,,,,,,,,
,FP-5,roland,[60 01 00 00],,,,piano;kb,,,,,,,,,,,,,,
,FP-7,roland,[42 00 00 16],,,,piano;kb,,,,,,,,,,,,,,
,FP-7F,roland,[42 00 01 1b],,,,piano;kb,,,,,,,,,,,,,,
,FP-9,roland,[1a 00 00 04],,,,piano;kb,,,,,,,,,,,,,,
,Fantom-G6,roland,[27 02 00 00],,,,,,,,,,,,,,,,,,
,Fantom-G7,roland,[27 02 00 00],,,,,,,,,,,,,,,,,,
,Fantom-G8,roland,[27 02 00 00],,,,,,,,,,,,,,,,,,
,GAIA SH-01,roland,[41 02 00 00],,,,,,,,,,,,,,,,,,
,GW-8 Workstation,roland,[36 02 00 00],,,,,,,,,,,,,,,,,,
,HP-101,roland,[1a 00 06 06],,,,piano;kb,,,,,,,,,,,,,,
,HP-147,roland,[1a 00 01 02],,,,piano;kb,,,,,,,,,,,,,,
,HP-147R,roland,[1a 00 04 02],,,,piano;kb,,,,,,,,,,,,,,
,HP-2,roland,[1a 00 00 06],,,,piano;kb,,,,,,,,,,,,,,
,HP-201,roland,[42 00 00 16],,,,piano;kb,,,,,,,,,,,,,,
,HP-203,roland,[42 00 00 16],,,,piano;kb,,,,,,,,,,,,,,
,HP-205,roland,[42 00 00 16],,,,piano;kb,,,,,,,,,,,,,,
,HP-237,roland,[1a 00 03 02],,,,piano;kb,,,,,,,,,,,,,,
,HP-3,roland,[1a 00 01 06],,,,piano;kb,,,,,,,,,,,,,,
,HP-330/245,roland,[1a 00 00 02],,,,piano;kb,,,,,,,,,,,,,,
,HP-503,roland,[42 00 00 1e],,,,piano;kb,,,,,,,,,,,,,,
,HP-505,roland,[42 00 00 1e],,,,piano;kb,,,,,,,,,,,,,,
,HP-507,roland,[42 00 00 1e],,,,piano;kb,,,,,,,,,,,,,,
,HP-530,roland,[1a 00 00 02],,,,piano;kb,,,,,,,,,,,,,,
,HP-555G,roland,[42 00 02 03],,,,piano;kb,,,,,,,,,,,,,,
,HP-557R,roland,[42 00 01 09],,,,piano;kb,,,,,,,,,,,,,,
,HP-7,roland,[1a 00 02 06],,,,piano;kb,,,,,,,,,,,,,,
,HP302/HP305,roland,[42 00 01 1b],,,,piano;kb,,,,,,,,,,,,,,
,HP307,roland,[42 00 01 1b],,,,piano;kb,,,,,,,,,,,,,,
,HPi-5,roland,[42 00 07 03],,,,piano;kb,,,,,,,,,,,,,,
,HPi-50,roland,[42 00 00 1e],,,,piano;kb,,,,,,,,,,,,,,
,HPi-6F,roland,[42 00 01 1b],,,,piano;kb,,,,,,,,,,,,,,
,HPi-7F,roland,[42 00 01 1b],,,,piano;kb,,,,,,,,,,,,,,
,INTEGRA-7,roland,[64 02 00 00],,,,,,,,,,,,,,,,,,
,JUNO-D,roland,[64 01 01 00],,,,,,,,,,,,,,,,,,
,JUNO-Di,roland,[3a 02 00 00],,,,,,,,,,,,,,,,,,
,JUNO-Gi,roland,[4c 02 00 00],,,,,,,,,,,,,,,,,,
,JUPITER-50,roland,[63 02 00 00],,,,,,,,,,,,,,,,,,
,JUPITER-80,roland,[55 02 00 00],,,,,,,,,,,,,,,,,,
,KF-7,roland,[42 00 00 0e],,,,,,,,,,,,,,,,,,
,KF-90,roland,[42 00 02 09],,,,,,,,,,,,,,,,,,
,KR-107,roland,[42 00 00 12],,,,,,,,,,,,,,,,,,
,KR-15,roland,[42 00 00 0f],,,,,,,,,,,,,,,,,,
,KR-15/17,roland,[42 00 00 0f],,,,,,,,,,,,,,,,,,
,KR-277,roland,[42 00 06 03],,,,,,,,,,,,,,,,,,
,KR-377,roland,[42 00 02 09],,,,,,,,,,,,,,,,,,
,KR-5,roland,[42 00 00 0d],,,,,,,,,,,,,,,,,,
,KR-577/977/1077,roland,[42 00 00 08],,,,,,,,,,,,,,,,,,
,KR-7,roland,[42 00 00 0e],,,,,,,,,,,,,,,,,,
,KR375,roland,[42 00 02 03],,,,,,,,,,,,,,,,,,
,LX-10F,roland,[42 00 01 1b],,,,,,,,,,,,,,,,,,
,MC-808,roland,[14 02 00 00],,,,,,,,,,,,,,,,,,
,MC-909,roland,[59 01 00 00],,,,,,,,,,,,,,,,,,
,RD-300GX,roland,[2c 02 00 00],,,,piano;kb,,,,,,,,,,,,,,
,RD-300NX,roland,[51 02 00 00],,,,piano;kb,,,,,,,,,,,,,,
,RD-300SX,roland,[04 02 00 00],,,,piano;kb,,,,,,,,,,,,,,
,RD-700GX,roland,[2b 02 00 00],,,,piano;kb,,,,,,,,,,,,,,
,RD-700NX,roland,[50 02 00 00],,,,piano;kb,,,,,,,,,,,,,,
,RG-1F/RG-3F,roland,[42 00 01 1b],,,,,,,,,,,,,,,,,,
,RG-3,roland,[42 00 00 11],,,,,,,,,,,,,,,,,,
,RG-7,roland,[42 00 00 11],,,,,,,,,,,,,,,,,,
,RK-300,roland,[42 00 00 19],,,,,,,,,,,,,,,,,,
,RM-700,roland,[42 00 00 1a],,,,,,,,,,,,,,,,,,
,RS-50,roland,[64 01 01 00],,,,,,,,,,,,,,,,,,
,RS-70,roland,[64 01 00 00],,,,,,,,,,,,,,,,,,
,SC-8820,roland,[42 00 00 07],,,,,,,,,,,,,,,,,,
,SH-201,roland,[16 02 00 00],,,,syn;kb,,,,,,,,,,,,,,
,SH-32,roland,[4a 01 00 00],,,,,,,,,,,,,,,,,,
,TD-12,roland,[09 02 00 00],,,,drum,,,,,,,,,,,,,,
,TD-20,roland,[7a 01 00 00],,,,drum,,,,,,,,,,,,,,
,TD-8,roland,[20 01 00 00],,,,drum,,,,,,,,,,,,,,
,V-Piano Grand (GP-7),roland,[39 02 02 00],,,,,,,,,,,,,,,,,,
,V-Piano,roland,[39 02 00 00],,,,,,,,,,,,,,,,,,
,V-Synth GT Keyboard,roland,[21 02 00 00],,,,,,,,,,,,,,,,,,
,VG-99 V-Guitar System,roland,[1c 02 00 00],,,,,,,,,,,,,,,,,,
,VK-8,roland,[4d 01 00 00],,,,syn;kb,,,,,,,,,,,,,,
,VP-550,roland,[18 02 00 00],,,,,,,,,,,,,,,,,,
,VP-770,roland,[3b 02 00 00],,,,,,,,,,,,,,,,,,
,VR-09.Organ,roland,,[62],,,syn;kb,,,,,,,,,,,,,,
,VR-09.Synth,roland,,[00 00 71],,,syn;kb,,,,,,,,,,,,,,
,VR-700,roland,[42 02 00 00],,,,syn;kb,,,,,,,,,,,,,,
,VS-700R,roland,[33 02 00 00],,,,,,,,,,,,,,,,,,
,XV-3080,roland,[10 01 00 00],,,,,,,,,,,,,,,,,,
,AdrenalinnIII,rsd,[01 00 03 00],[03],@hbb_msb;8,nybble,efx;drum;seq,,,,,,,,,,,,,,
,AN1x,yamaha,[00 41 1a 02],,,,syn;kb,,,,,,,,,,,,,,
,AN200,yamaha,[00 41 02 05],,,,syn;seq,,,,,,,,,,,,,,
,CBX-K1XG,yamaha,[00 41 6b 01],,,,rom;kb;midi_s,,,,,,,,,,,,,,
,CP33,yamaha,[00 43 2c 17],,,,,,,,,,,,,,,,,,
,CP5,yamaha,[00 41 3f 06],,,,,,,,,,,,,,,,,,
,CP50,yamaha,[00 41 40 06],,,,,,,,,,,,,,,,,,
,CS2x,yamaha,[00 41 4f 03],,,,,,,,,,,,,,,,,,
,DB50XG,yamaha,,[4C],,,rom,,,,,,,,,,,,,,
,DB50XG.QS,yamaha,,[4B],,,rom,,,,,,,,,,,,,,
,DTXTREME,yamaha,[00 4c 73 07],,,,drum,,,,,,,,,,,,,,
,DX100,yamaha,,,,,syn;kb,,,,,,,,,,,,,,
,DX200,yamaha,[00 41 03 05],,,,syn;seq,,,,,,,,,,,,,,
,EOS_B900,yamaha,[00 41 4c 01],,,,,,,,,,,,,,,,,,
,MM6,yamaha,[00 44 45 17],,,,,,,,,,,,,,,,,,
,MO6,yamaha,[00 41 33 06],,,,,,,,,,,,,,,,,,
,MO8,yamaha,[00 41 34 06],,,,,,,,,,,,,,,,,,
,MOTIF-RACK,yamaha,[00 41 58 04],,,,,,,,,,,,,,,,,,
,MOTIF-RACK_ES,yamaha,[00 41 19 06],,,,,,,,,,,,,,,,,,
,MOTIF6,yamaha,[00 41 7c 04],,,,,,,,,,,,,,,,,,
,MOTIF7,yamaha,[00 41 7d 04],,,,,,,,,,,,,,,,,,
,MOTIF8,yamaha,[00 41 7e 04],,,,,,,,,,,,,,,,,,
,MOTIF_XS6,yamaha,[00 41 35 06],,,,,,,,,,,,,,,,,,
,MOTIF_XS7,yamaha,[00 41 36 06],,,,,,,,,,,,,,,,,,
,MOTIF_XS8,yamaha,[00 41 37 06],,,,,,,,,,,,,,,,,,
,MOX6,yamaha,[00 41 44 06],,,,,,,,,,,,,,,,,,
,MOX8,yamaha,[00 41 45 06],,,,,,,,,,,,,,,,,,
,MU100/MU100R/MU128,yamaha,[00 41 00 03],,,,rom;efx;midi_s,,,,,,,,,,,,,,
,MU1000,yamaha,[00 41 1c 04],,,,,,,,,,,,,,,,,,
,MU10QS,yamaha,,,,,rom;efx;midi_s,,,,,,,,,,,,,,
,MU10XG,yamaha,,,,,rom;efx;midi_s,,,,,,,,,,,,,,
,MU15,yamaha,[00 41 51 03],,,,,,,,,,,,,,,,,,
,MU2000,yamaha,[00 41 1b 04],,,,,,,,,,,,,,,,,,
,MU50,yamaha,[00 41 46 01],,,,rom;efx;midi_s,,,,,,,,,,,,,,
,MU90,yamaha,[00 41 37 02],,,,rom;efx;midi_s,,,,,,,,,,,,,,
,MU90R,yamaha,[00 41 52 02],,,,rom;efx;midi_s,,,,,,,,,,,,,,
,MX49,yamaha,[00 41 47 06],,,,,,,,,,,,,,,,,,
,NP-31 Portable Keyboard,yamaha,[00 44 2b 19],,,,,,,,,,,,,,,,,,
,P-155,yamaha,[00 43 66 19],,,,,,,,,,,,,,,,,,
,QS300,yamaha,[00 41 48 01],,,,,,,,,,,,,,,,,,
,QY100,yamaha,[00 41 04 34],,,,,,,,,,,,,,,,,,
,QY70,yamaha,[00 41 02 55],,,,,,,,,,,,,,,,,,
,RM1x,yamaha,[00 41 1d 03],,,,,,,,,,,,,,,,,,
,S03,yamaha,[00 41 77 04],,,,,,,,,,,,,,,,,,
,S30,yamaha,[00 41 23 04],,,,,,,,,,,,,,,,,,
,S90,yamaha,[00 41 05 2a],,,,,,,,,,,,,,,,,,
,S90ES,yamaha,[00 41 32 06],,,,,,,,,,,,,,,,,,
,SDX3000 Keyboard,yamaha,[00 41 62 01],,,,,,,,,,,,,,,,,,
,refaceCP,yamaha,[00 41 52 06],,None,None,piano;kb,,,,,,,,,,,,,,
,refaceCS,yamaha,[00 41 51 06],,None,None,syn;kb,,,,,,,,,,,,,,
,refaceDX,yamaha,[00 41 53 06],,None,None,syn;kb,,,,,,,,,,,,,,
,refaceYC,yamaha,[00 41 54 06],,None,None,syn;kb,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
]sam,:model,polyphony,timbrality,max_ram,rate,keygroups,lfo_std,lfo_opt,env_std,env_opt,,,,,,,,,,,
,S1000,32,16,8,44.1,,2,0,2,0,,,,,,,,,,,
,S2000,32,16,32,44.1,,2,1,2,1,,,,,,,,,,,
,S3000XL,32,16,32,44.1,,2,1,2,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
]rom,model,soundset,preset_sounds,user_sounds,preset_multis,user_multis,drumkits,parts,polyphony,modulation,effects,,,,,,,,,,
,DB50XG,GM;XG,676,0,,,21,16,32,XG,XG,,,,,,,,,,
,DB50QS,QS300,0,32,,,0,,,,,,,,,,,,,,
,KingKorg,KingKorg,200,100,,,,2,24,,,,,,,,,,,,
,MU10XG,GM;XG,676,0,,,21,16,32,XG,XG,,,,,,,,,,
,MU100,GM;XG;TG300,1313,0,,,21,32,64,XG,XG,,,,,,,,,,
,NanoSynth,GM;Quadra,512,127,0,0,,16,64,,,,,,,,,,,,
,QY70XG,GM;XG,519,,0,0,20,16,32,XG,XG,,,,,,,,,,
,VR-09.Organ,VR-09;Organ,,,0,100,,,,,,,,,,,,,,,
,VR-09.GM2,GM;GM2,256,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
# misc tone generators,,,,,,,,,,,,,,,,,,,,,
]syn,model,engines,preset_sounds,user_sounds,preset_multis,user_multis,drumkits,parts,polyphony,osc,filters,,,,,,,,,,
,mopho,AN,0,,0,0,0,1,1,5,1,,,,,,,,,,
,refaceCS,VA,1,,0,0,0,1,8,1,,,,,,,,,,,
,refaceYC,WHEEL,5,0,0,0,0,1,64,0,,,,,,,,,,,
,DX100,FM,32,24,0,0,0,1,8,4,,,,,,,,,,,
,MU10QS,VA,0,32,0,0,0,16,32,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
]modulation,model,lfo,opt_lfo,env,opt_env,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
]seq,model,sequences,tracks,songs,,,,,,,,,,,,,,,,,
,QY70,20,16,20,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
]pseq,model,preset_patterns,patterns,tracks,min_len,max_len,,,,,,,,,,,,,,,
,QY70,4167,364,8,1,8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
]ctrl,model,patches,mask_hi,mask_mid,mask_lo,,,,,,,,,,,,,,,,
,FCB1010,100,0x00,0x00,0x0F,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
]efx,model,unit,patches,inputs,output,mask_hi,mask_mid,mask_lo,,,,,,,,,,,,,
,AdrenalinnIII,,200,1,2,,,,,,,,,,,,,,,,
,MU10XG.rev,reverb,1,2,2,,,,,,,,,,,,,,,,
,MU10XG.cho,chorus,1,2,2,,,,,,,,,,,,,,,,
,MU10XG.var,variation,1,2,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
]drum,model,patterns,songs,,,,,,,,,,,,,,,,,,
,rsd.a3,200,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
]kb,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
]protocol,name,type,>bytes,,,,,,,,,,,,,,,,,,
,refaceCS,BULK RQ,0x2:chan,:group_hi,:group_lo,:model_id,:ADDR2,:ADDR1,:ADDR0,0xF7,,,,,,,,,,,
,refaceCS,BULK DUMP,0x0:chan,:group_hi,:group_lo,:COUNT_HI,:COUNT_LO,:model_id,:ADDR2,:ADDR1,:ADDR0,:dd7,...,:SUM,0xF7,,,,,,
,refaceCS,PARAM RQ,0x3:chan,:group_hi,:group_lo,:model_id,:ADDR2,:ADDR1,:ADDR0,0xF7,,,,,,,,,,,
,refaceCS,PARAM SET,0x1:chan,:group_hi,:group_lo,:model_id,:ADDR2,:ADDR1,:ADDR0,:dd7,...,0xF7,,,,,,,,,
,S1000,STATUS_RQ,:sysex_chan,0x00,:model_id,0xF7,,,,,,,,,,,,,,,
,S1000,STATUS,:sysex_chan,0x01,:model_id,:version_lsb,:version_msb,:max_header_blocks,:blk_free_msb,:blk_free_lsb,:maxmem_4,:maxmem_2,:maxmem_1,:maxmem_0,,:memfree_3,:memfree_2,:memfree_1,:memfree_0,:sysex_chan,0xF7
,S1000,PROGLIST_RQ,:sysex_chan,0x02,:model_id,0xF7,,,,,,,,,,,,,,,
,S1000,PROGLIST,:sysex_chan,0x03,:model_id,:nprogs_msb,:nprogs_lsb,:akaiscii[12],...,0xF7,,,,,,,,,,,
,S1000,SAMPLIST_RQ,:sysex_chan,0x04,:model_id,0xF7,,,,,,,,,,,,,,,
,S1000,SAMLIST,:sysex_chan,0x05,:model_id,:nsamp_msb,:nsamp_lsb,:akaiscii[12],...,0xF7,,,,,,,,,,,
,S1000,PROGDATA_RQ,:sysex_chan,0x06,:model_id,:prognum_msb,:prognum_lsb,0xF7,,,,,,,,,,,,,
,S1000,PROGDATA,:sysex_chan,0x07,:model_id,:prognum_msb,:prognum_lsb,:dd4_msb,:dd4_lsb,...,0xF7,,,,,,,,,,
,S1000,KEYGRP_RQ,:sysex_chan,0x08,:model_id,:prognum_msb,:prognum_lsb,:kgrp_num,,,,,,,,,,,,,
,S1000,KEYGRP,:sysex_chan,0x09,:model_id,:prognum_msb,:prognum_lsb,:kgrp_num,:dd4_msb,:dd4_lsb,...,0xF7,,,,,,,,,
,S1000,SAMPHDR_RQ,:sysex_chan,0x0A,:model_id,:sampnum_msb,:sampnum_lsb,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
]memory_maps,,,,,,,,,,,,,,,,,,,,,
*,model,section,address,count,offset,table,,,,,,,,,,,,,,,
