,*.param.2,1,rev;var;ins1;ins2,Diffusion,0..10,MIDI7,1,0,@0..10,,
,*.param.3,1,rev;var;ins1;ins2,Initial Delay,0..63,MIDI7,(]DelayTime200),0,msec,,
,*.param.4,1,rev;var;ins1;ins2,HPF Cutoff,0..52,MIDI7,(]EQFrequency),0,hz,,
,*.param.5,1,rev;var;ins1;ins2,LPF Cutoff,34..60,MIDI7,(]EQFrequency),0,hz,,
,*.param.6,1,rev;var;ins1;ins2,None,None,None,None,None,None,,
,*.param.7,1,rev;var;ins1;ins2,None,None,None,None,None,None,,
,*.param.8,1,rev;var;ins1;ins2,None,None,None,None,None,None,,
,*.param.9,1,rev;var;ins1;ins2,None,None,None,None,None,None,,
,*.param.10,1,rev;var;ins1;ins2,Dry/Wet,1..127,MIDI7,1,-64,@dry..wet,,
,*.param.11,1,rev;var;ins1;ins2,Reverb Delay,0..63,MIDI7,(]DelayTime200),0,msec,,
,*.param.12,1,rev;var,Density,0..4,MIDI7,1,0,@0..4,,
,*.param.13,1,ins1;ins2,Density,0..2,MIDI7,1,0,@0..2,,
,*.param.14,1,rev;var;ins1;ins2,Early Reflect/Reverb Balance,1..127,MIDI7,1,-64,@early..reverb,,
,*.param.15,1,rev;var;ins1;ins2,High Damping,1..10,MIDI7,0.1,0,@0.1..1.0,,
,*.param.16,1,rev;var;ins1;ins2,Feedback Level,1..127,MIDI7,1,-64,@-63..+63,,
,,,,,,,,,,,
,,,,,,,,,,,
(XGReverbBig),EffectsParams,"# MU100, p11",WHITE ROOM,TUNNEL,CANYON,BASEMENT,,,,,
*,num,bytec,wildcard,name,range,render,scale,shift,units,,
,*param.1,1,rev;var,Reverb Time,0..69,MIDI7,(]ReverbTime),0,sec,,
,*param.2,1,rev;var,Diffusion,0..10,MIDI7,1,0,0..10,,
,*param.3,1,rev;var,Initial Delay,0..63,MIDI7,(]DelayTime200),0,msec,,
,*param.4,1,rev;var,HPF Cutoff,0..52,MIDI7,(]EQFrequency),0,hz,,
,*param.5,1,rev;var,LPF Cutoff,34..60,MIDI7,(]EQFrequency),0,hz,,
,*param.6,1,rev;var,Width,0..37,MIDI7,(]ReverbSizes),0,meters,,
,*param.7,1,rev;var,Height,0..73,MIDI7,(]ReverbSizes),0,meters,,
,*param.8,1,rev;var,Depth,0..104,MIDI7,(]ReverbSizes),0,meters,,
,*param.9,1,rev;var,Wall Variation,0..30,MIDI7,1,0,0..30,,
,*param.10,1,rev;var,Dry/Wet,1..127,MIDI7,1,-64,dry..wet,,
,*param.11,1,rev;var,Reverb Delay,0..63,MIDI7,(]DelayTime200),0,msec,,
,*param.12,1,rev;var,Density,0..4,MIDI7,1,0,0..4,,
,*param.13,1,rev;var,Early Reflect/Reverb Balance,1..127,MIDI7,1,-64,early..reverb,,
,*param.14,1,rev;var,High Damping,1..10,MIDI7,0.1,0,0.1..1.0,,
,*param.15,1,rev;var,Feedback Level,1..127,MIDI7,1,-64,-63..+63,,
,*param.16,1,rev;var,None,None,None,,,None,,
,,,,,,,,,,,
,,,,,,,,,,,
]XGChorusParams,EffectsParams,"# MU100, p13","CHORUS 1,2,3,4","CELESTE 1,2,3,4",,,,,,,
*,num,bytec,wildcard,name,range,render,scale,shift,units,,
,*.param.1,1,cho;var;ins1;ins2,LFO Frequency,0..127,MIDI7,(]LFOFrequency),,hz,,
,*.param.2,1,cho;var;ins1;ins2,LFO Depth,0..127,MIDI7,1,0,0..127,,
,*.param.3,1,cho;var;ins1;ins2,Feedback Level,1..127,MIDI7,1,-64,-63..+63,,
,*.param.4,1,cho;var;ins1;ins2,Delay Offset,0..127,MIDI7,(]ModDelayOffset),0,msec,,
,*.param.5,1,None,None,None,None,None,None,None,,
,*.param.6,1,cho;var;ins1;ins2,EQ Low Frequency,4..40,MIDI7,(]EQFrequency),0,hz,,
,*.param.7,1,cho;var;ins1;ins2,EQ Low Gain,52..76,MIDI7,1,0,-12..+12 dB,,
,*.param.8,1,cho;var;ins1;ins2,EQ High Frequency,28..58,MIDI7,(]EQFrequency),0,hz,,
,*.param.9,1,cho;var;ins1;ins2,EQ High Gain,52..76,MIDI7,1,0,-12..+12 dB,,
,*.param.10,1,cho;var;ins1;ins2,Dry/Wet,1..127,MIDI7,1,-64,dry..wet,,
,*.param.11,1,var,EQ Mid Frequency,14..54,MIDI7,(]EQFrequency),0,hz,,
,*.param.12,1,var,EQ Mid Gain,52..76,MIDI7,1,-64,-12..+12 dB,,
,*.param.13,1,var,EQ Mid Width,10..120,MIDI7,0.1,0,1.0..12.0 hz,,
,*.param.14,1,None,None,None,None,None,None,None,,
,*.param.15,1,cho;var;ins1;ins2,Input Mode,0;1,MIDI7,1,0,mono;stereo,,
,*.param.16,1,None,None,None,None,None,None,None,,
,,,,,,,,,,,
,,,,,,,,,,,
]XGFlanger,EffectsParams,"# MU100, p14",,,,,,,,,
*,num,bytec,engine,name,range,render,scale,shift,units,,
,1,1,cho;var;ins1;ins2,LFO Frequency,0..127,MIDI7,(]LFOFrequency),0,hz,,
,2,1,cho;var;ins1;ins2,LFO Depth,0..127,MIDI7,1,0,0..127,,
,3,1,cho;var;ins1;ins2,Feedback Level,1..127,MIDI7,1,-64,-63..+63,,
,4,1,cho;var;ins1;ins2,Delay Offset,0..127,MIDI7,(]ModDelayOffset),0,msec,,
,5,1,None,None,None,None,None,None,None,,
,6,1,cho;var;ins1;ins2,EQ Low Frequency,4..40,MIDI7,(]EQFrequency),0,hz,,
,7,1,cho;var;ins1;ins2,EQ Low Gain,52..76,MIDI7,1,-64,-12..+12 dB,,
,8,1,cho;var;ins1;ins2,EQ High Frequency,28..58,MIDI7,(]EQFrequency),0,hz,,
,9,1,cho;var;ins1;ins2,EQ High Gain,52..76,MIDI7,1,-64,-12..+12 dB,,
,10,1,cho;var;ins1;ins2,Dry/Wet,1..127,MIDI7,1,-64,,,
,11,1,var,EQ Mid Frequency,14..54,MIDI7,(]EQFrequency),0,hz,,
,12,1,var,EQ Mid Gain,52..76,MIDI7,1,-64,-12..+12 dB,,
,13,1,var,EQ Mid Width,10..120,MIDI7,0.1,0,1.0..12.0 hz,,
,14,1,cho;var;ins1;ins2,LFO Phase Difference,4..124,MIDI7,3,-64,-180..180 deg,,
,15,1,None,None,None,None,None,None,None,,
,16,1,None,None,None,None,None,None,None,,
,,,,,,,,,,,
,,,,,,,,,,,
]XGSymphonic,EffectsParams,"# MU100, p14",x,,,,,,,,
*,num,bytec,engine,name,range,render,scale,shift,units,,
,1,1,cho;var;ins1;ins2,LFO Frequency,0..127,MIDI7,(]LFOFrequency),0,hz,,
,2,1,cho;var;ins1;ins2,LFO Depth,0..127,MIDI7,1,0,0..127,,
,3,1,cho;var;ins1;ins2,Delay Offset,0..127,MIDI7,(]ModDelayOffset),0,msec,,
,4,1,None,None,None,None,None,None,None,,
,5,1,None,None,None,None,None,None,None,,
,6,1,cho;var;ins1;ins2,EQ Low Frequency,4..40,MIDI7,(]EQFrequency),0,hz,,
,7,1,cho;var;ins1;ins2,EQ Low Gain,52..76,MIDI7,1,-64,-12..+12 dB,,
,8,1,cho;var;ins1;ins2,EQ High Frequency,28..58,MIDI7,(]EQFrequency),0,hz,,
,9,1,cho;var;ins1;ins2,EQ High Gain,52..76,MIDI7,1,-64,-12..+12 dB,,
,10,1,cho;var;ins1;ins2,Dry/Wet,1..127,MIDI7,1,-64,dry..wet,,
,11,1,var,EQ Mid Frequency,14..54,(]XG_EQ_Frequency),(EQFrequency),0,hz,,
,12,1,var,EQ Mid Gain,52..76,-12..+12,1,-64,-12..+12 dB,,
,13,1,var,EQ Mid Width,10..120,1.0..12.0,0.1,0,hz,,
,14,1,None,None,None,None,None,None,None,,
,15,1,None,None,None,None,None,None,None,,
,16,1,None,None,None,None,None,None,None,,
,,,,,,,,,,,
,,,,,,,,,,,
]XGPhaser1,EffectsParams,"# MU100, p16",x,,,,,,,,
*,num,bytec,engine,name,range,render,scale,shift,units,,
,1,1,cho;var;ins1;ins2,LFO Frequency,0..127,MIDI7,(]LFOFrequency),0,hz,,
,2,1,cho;var;ins1;ins2,LFO Depth,0..127,MIDI7,1,0,,,
,3,1,cho;var;ins1;ins2,Phase Shift Offset,0..127,MIDI7,1,0,,,
,4,1,cho;var;ins1;ins2,Feedback Level,1..127,MIDI7,1,-64,,,
,5,1,None,None,None,None,None,None,None,,
,6,1,cho;var;ins1;ins2,EQ Low Frequency,4..40,MIDI7,(]EQFrequency),,hz,,
,7,1,cho;var;ins1;ins2,EQ Low Gain,52..76,MIDI7,1,-64,-12..+12 dB,,
,8,1,cho;var;ins1;ins2,EQ High Frequency,28..58,MIDI7,(]EQFrequency),,hz,,
,9,1,cho;var;ins1;ins2,EQ High Gain,52..76,MIDI7,1,-64,-12..+12 dB,,
,10,1,cho;var;ins1;ins2,Dry/Wet,1..127,MIDI7,1,-64,dry..wet,,
,11,1,cho;ins1;ins2,Stage,4..6,MIDI7,1,0,4..6,,
,12,1,var,Stage,4..12,MIDI7,1,0,4..12,,
,13,1,cho;var;ins1;ins2,Diffusion,0;1,MIDI7,1,0,mono;stereo,,
,14,1,None,None,None,None,None,None,None,,
,15,1,None,None,None,None,None,None,None,,
,16,1,None,None,None,None,None,None,None,,
,,,,,,,,,,,
,,,,,,,,,,,
]XGEnsDetune,EffectsParams,"# MU100, p14",x,,,,,,,,
*,num,bytec,engine,name,range,render,scale,shift,units,,
,1,1,cho;var;ins1;ins2,Detune,14..144,MIDI7,1,-64,cents,,
,2,1,cho;var;ins1;ins2,Left Init Delay,0..127,MIDI7,(]ModDelayOffset),0,msec,,
,3,1,cho;var;ins1;ins2,Right Initial Delay,0..127,MIDI7,(]ModDelayOffset),0,msec,,
,4,1,None,None,None,None,None,None,None,,
,5,1,None,None,None,None,None,None,None,,
,6,1,None,None,None,None,None,None,None,,
,7,1,None,None,None,None,None,None,None,,
,8,1,None,None,None,None,None,None,None,,
,9,1,None,None,None,None,None,None,None,,
,10,1,cho;var;ins1;ins2,Dry/Wet,1..127,MIDI7,1,-64,dry..wet,,
,11,1,var;ins1;ins2,EQ Low Frequency,4..40,MIDI7,(]EQFrequency),0,hz,,
,12,1,var;ins1;ins2,EQ Low Gain,52..76,MIDI7,1,-64,-12..+12 dB,,
,13,1,var;ins1;ins2,EQ High Frequency,28..58,MIDI7,(]EQFrequency),0,hz,,
,14,1,var;ins1;ins2,EQ High Gain,52..76,MIDI7,1,-64,-12..+12 dB,,
,15,1,None,None,None,None,None,None,None,,
,16,1,None,None,None,None,None,None,None,,
,,,,,,,,,,,
,,,,,,,,,,,
]XGDelayLCR,EffectsParams,# MU100,x,,,,,,,,
*,num,bytec,engine,name,range,render,scale,shift,units,,
,1,2,var,Left Channel Delay,0..14860,MIDI7,0.1,0,msec,,
,1,2,ins1;ins2,Left Channel Delay,0..7429,MIDI7,0.1,0,msec,,
,2,2,var,Right Channel Delay,0..14860,MIDI7,0.1,0,msec,,
,2,2,ins1;ins2,Right Channel Delay,0..7429,MIDI7,0.1,0,msec,,
,3,2,var,Center Channel Delay,0..14860,MIDI7,0.1,0,msec,,
,3,2,ins1;ins2,Center Channel Delay,0..7429,MIDI7,0.1,0,msec,,
,4,2,var,Feedback Delay,0..14860,MIDI7,0.1,0,msec,,
,4,2,ins1;ins2,Feedback Delay,0..7429,MIDI7,0.1,0,msec,,
,5,1,var;ins1;ins2,Feedback Level,0..127,MIDI7,1,0,0..127,,
,6,1,var;ins1;ins2,Center Channel Level,0..127,MIDI7,1,0,0..127,,
,7,1,var;ins1;ins2,High Damping,1..10,MIDI7,0.1,0,0.1..1.0,,
,8,1,None,None,None,None,None,None,None,,
,9,1,None,None,None,None,None,None,None,,
,10,1,var;ins1;ins2,Dry/Wet,1..127,MIDI7,1,-64,dry..wet,,
,11,1,None,None,None,None,None,None,None,,
,12,1,None,None,None,None,None,None,None,,
,13,1,var;ins1;ins2,EQ Low Frequency,4..40,MIDI7,(]EQFrequency),0,hz,,
,14,1,var;ins1;ins2,EQ Low Gain,52..76,MIDI7,,-64,-12..+12 dB,,
,15,1,var;ins1;ins2,EQ High Frequency,28..58,MIDI7,(]EQFrequency),0,hz,,
,16,1,var;ins1;ins2,EQ High Gain,52..76,MIDI7,,-64,-12..+12 dB,,
,,,,,,,,,,,
]XGDelayLR,EffectsParams,"# MU100, p12",x,,,,,,,,
*,num,bytec,block,name,range,render,scale,shift,units,,
,1,2,var,Left Channel Delay,0..14860,MIDI7,0.1,0,msec,,
,1,2,ins1;ins2,Left Channel Delay,0..7429,MIDI7,0.1,0,msec,,
,2,2,var,Right Channel Delay,0..14860,MIDI7,0.1,0,msec,,
,2,2,ins1;ins2,Right Channel Delay,0..7429,MIDI7,0.1,0,msec,,
,3,2,var,Feedback Delay 1,0..14860,MIDI7,0.1,0,msec,,
,3,2,ins1;ins2,Feedback Delay 1,0..7429,MIDI7,0.1,0,msec,,
,4,2,var,Feedback Delay 2,0..14860,MIDI7,0.1,0,msec,,
,4,2,ins1;ins2,Feedback Delay 2,0..7429,MIDI7,0.1,0,msec,,
,5,1,var;ins1;ins2,Feedback Level,1..127,MIDI7,1,-64,-64..+64,,
,6,1,var;ins1;ins2,High Damping,1..10,MIDI7,0.1,0,0.1..1.0,,
,7,1,None,None,None,None,None,None,None,,
,8,1,None,None,None,None,None,None,None,,
,9,1,None,None,None,None,None,None,None,,
,10,1,var;ins1;ins2,Dry/Wet,1..127,MIDI7,1,-64,dry-wet,,
,11,1,None,None,None,None,None,None,None,,
,12,1,None,None,None,None,None,None,None,,
,13,1,var;ins1;ins2,EQ Low Frequency,4..40,MIDI7,(]EQFrequency),0,hz,,
,14,1,var;ins1;ins2,EQ Low Gain,52..76,MIDI7,1,-64,-12..+12 dB,,
,15,1,var;ins1;ins2,EQ High Frequency,28..58,MIDI7,(]EQFrequency),0,hz,,
,16,1,var;ins1;ins2,EQ High Gain,52..76,MIDI7,1,-64,-12..+12 dB,,
,,,,,,,,,,,
,,,,,,,,,,,
]XG_Echo,EffectsParams,"# MU100, p11",x,,,,,,,,
*,num,bytec,engine,name,range,range,scale,shift,units,,
,1,2,var,Left Channel Delay 1,1..7430,MIDI7,0.1,0,msec,,
,1,2,ins1;ins2,Left Channel Delay 1,1..3714,MIDI7,0.1,0,msec,,
,2,1,var;ins1;ins2,Left Feedback Level,1..127,MIDI7,1,-64,-63..+63,,
,3,2,var,Right Channel Delay 1,1..7430,MIDI7,0.1,0,msec,,
,3,2,ins1;ins2,Right Channel Delay 1,1..3714,MIDI7,0.1,0,msec,,
,4,1,var;ins1;ins2,Right Feedback Level,1..127,MIDI7,1,-64,-63..+63,,
,5,1,var;ins1;ins2,High Damping,1..10,MIDI7,0.1,0,0.1..1.0,,
,6,2,var,Left Channel Delay 2,1..7430,MIDI7,0.1,0,msec,,
,6,2,ins1;ins2,Left Channel Delay 2,1..3714,MIDI7,0.1,0,msec,,
,7,2,var,Right Channel Delay 2,1..7430,MIDI7,0.1,0,msec,,
,7,2,ins1;ins2,Right Channel Delay 2,1..3714,MIDI7,0.1,0,msec,,
,8,1,var;ins1;ins2,Delay 2 Level,0..127,MIDI7,1,0,0..127,,
,9,1,None,None,None,None,None,None,None,,
,10,1,var;ins1;ins2,Dry/Wet,1..127,MIDI7,1,-64,dry..wet,,
,11,1,None,None,None,None,None,None,None,,
,12,1,None,None,None,None,None,None,None,,
,13,1,var;ins1;ins2,EQ Low Frequency,4..40,MIDI7,(]EQFrequency),,hz,,
,14,1,var;ins1;ins2,EQ Low Gain,52..76,MIDI7,1,-64,-12..+12 dB,,
